tconst,title,primaryTitle,originalTitle,startYear,runtimeMinutes,genre1,genre2,primaryName
tt0203115,The Sex O'Clock News,The Sex O'Clock News,The Sex O'Clock News,1985.0,77,Comedy,,Romano Vanderbes
tt0203115,Guide to America,The Sex O'Clock News,The Sex O'Clock News,1985.0,77,Comedy,,Romano Vanderbes
tt0083973,Horror Star,Frightmare,Frightmare,1983.0,86,Comedy,Horror,Norman Thaddeus Vane
tt0083973,Frightmare,Frightmare,Frightmare,1983.0,86,Comedy,Horror,Norman Thaddeus Vane
tt0088929,Club Life,Club Life,Club Life,1985.0,93,Action,Drama,Norman Thaddeus Vane
tt0097876,Midnight,Midnight,Midnight,1989.0,86,Comedy,Horror,Norman Thaddeus Vane
tt0086240,Time for Loving,Time for Loving,Sapore di mare,1983.0,94,Comedy,,Carlo Vanzina
tt0102640,The Match,The Gamble,La partita,1988.0,104,Comedy,History,Carlo Vanzina
tt0102640,The Gamble,The Gamble,La partita,1988.0,104,Comedy,History,Carlo Vanzina
tt0205493,Vacanze di Natale,Vacanze di Natale,Vacanze di Natale,1983.0,97,Comedy,Romance,Carlo Vanzina
tt0081204,Mur murs,Mur murs,Mur murs,1981.0,82,Documentary,,Agnès Varda
tt0082275,Documenteur,Documenteur,Documenteur,1981.0,65,Drama,,Agnès Varda
tt0089960,Vagabond,Vagabond,Sans toit ni loi,1985.0,105,Drama,Romance,Agnès Varda
tt0093295,Jane B. for Agnes V.,Jane B. for Agnes V.,Jane B. par Agnès V.,1988.0,99,Biography,Fantasy,Agnès Varda
tt0093371,Kung-Fu Master!,Kung-Fu Master!,Kung-fu master!,1988.0,80,Drama,Romance,Agnès Varda
tt0083512,4:0 Tanechla Ahead,4:0 Tanechla Ahead,4:0 v polzu Tanechki,1982.0,91,Comedy,Family,Radomir Vasilevsky
tt0082183,The Goat,La Chevre,La chèvre,1981.0,95,Adventure,Comedy,Francis Veber
tt0085354,The ComDads,The ComDads,Les compères,1983.0,92,Comedy,Crime,Francis Veber
tt0091093,The Fugitives,The Fugitives,Les fugitifs,1986.0,95,Comedy,Crime,Francis Veber
tt0091093,Fugitives,The Fugitives,Les fugitifs,1986.0,95,Comedy,Crime,Francis Veber
tt0098471,Three Fugitives,Three Fugitives,Three Fugitives,1989.0,96,Action,Comedy,Francis Veber
tt0198451,At the Top of the Stairs,At the Top of the Stairs,En haut des marches,1983.0,92,Drama,,Paul Vecchiali
tt0268426,Lovers of the Lord of the Night,Lovers of the Lord of the Night,Las amantes del señor de la noche,1986.0,90,Horror,Mystery,Isela Vega
tt0097149,Dance of Darkness,Dance of Darkness,Dance of Darkness,1989.0,55,Documentary,,Edin Velez
tt0198553,I'm Almost Not Crazy: John Cassavetes - the Man and His Work,I'm Almost Not Crazy: John Cassavetes - the Man and His Work,I'm Almost Not Crazy: John Cassavetes - the Man and His Work,1984.0,60,Biography,Documentary,Michael Ventura
tt0082731,The Girl with the Red Hair,The Girl with the Red Hair,Het meisje met het rode haar,1981.0,110,Crime,Drama,Ben Verbong
tt0091017,Sexy Radio,L'escot,L'escot,1987.0,104,Romance,,Antoni Verdaguer
tt0089051,The Dream,The Dream,De dream,1985.0,96,Drama,History,Pieter Verhoeff
tt0084897,The White Rose,The White Rose,Die weiße Rose,1982.0,125,Biography,Crime,Michael Verhoeven
tt0087742,The Vultures,The Vultures,Les morfalous,1984.0,95,Action,Comedy,Henri Verneuil
tt0090902,The Danger Zone,The Danger Zone,The Danger Zone,1987.0,90,Action,,Henry Vernon
tt0083049,The Sign of the Serpent,The Sign of the Serpent,Semnul sarpelui,1981.0,96,Drama,,Mircea Veroiu
tt0094103,Talking Walls,Talking Walls,Talking Walls,1987.0,85,Comedy,Drama,Stephen Verona
tt0301191,Eyes of the Dragon,Desperate Target,Desperate Target,1980.0,90,Action,,George Vieira
tt0301191,Desperate Target,Desperate Target,Desperate Target,1980.0,90,Action,,George Vieira
tt0131353,Death Diploma,Death Diploma,Death Diploma,1987.0,50,Documentary,,Peter Vieira
tt0098088,The Monkey People,The Monkey Folk,Le peuple singe,1989.0,85,Documentary,Family,Gérard Vienne
tt0098088,Primates: The Almost Human Animals,The Monkey Folk,Le peuple singe,1989.0,85,Documentary,Family,Gérard Vienne
tt0168608,Women's Reformatory,Women's Reformatory,Correccional de mujeres,1986.0,90,Crime,Drama,Emilio Vieyra
tt0084589,The Return of Martin Guerre,The Return of Martin Guerre,Le retour de Martin Guerre,1982.0,112,Biography,Crime,Daniel Vigne
tt0090235,One Woman or Two,One Woman or Two,Une femme ou deux,1985.0,97,Comedy,Romance,Daniel Vigne
tt0095792,Options,Options,Options,1989.0,92,Comedy,,Camilo Vila
tt0096340,The Unholy,The Unholy,The Unholy,1988.0,102,Horror,,Camilo Vila
tt0090197,In a Glass Cage,In a Glass Cage,Tras el cristal,1986.0,110,Drama,Horror,Agustí Villaronga
tt0095584,"Manika, the Girl Who Lived Twice","Manika, une vie plus tard","Manika, une vie plus tard",1989.0,106,Drama,,François Villiers
tt0088678,The Adventures of Mark Twain by Huck Finn,The Adventures of Mark Twain,The Adventures of Mark Twain,1985.0,86,Adventure,Animation,Will Vinton
tt0088678,The Adventures of Mark Twain,The Adventures of Mark Twain,The Adventures of Mark Twain,1985.0,86,Adventure,Animation,Will Vinton
tt1798636,Hatsu yume,Hatsu yume,Hatsu yume,1981.0,56,Documentary,,Bill Viola
tt1798636,Hatsu-Yume (First Dream),Hatsu yume,Hatsu yume,1981.0,56,Documentary,,Bill Viola
tt0272101,Gallavants,Gallavants,Gallavants,1984.0,100,Animation,Family,Art Vitello
tt0113696,"Lou, Pat & Joe D","Lou, Pat & Joe D","Lou, Pat & Joe D",1988.0,104,Drama,,Stephen Vittoria
tt0126118,Red Earth,Red Earth,Vörös föld,1982.0,100,Drama,,László Vitézy
tt0095920,Summer Temptations,Summer Temptations,Provocazione,1988.0,83,Drama,,Piero Vivarelli
tt0176198,The Shadow of the Ferns,The Shadow of the Ferns,Stín kapradiny,1986.0,90,Crime,Drama,Frantisek Vlácil
tt0089244,The Geese of Buetzow,Die Gänse von Bützow,Die Gänse von Bützow,1985.0,95,Comedy,,Frank Vogel
tt0217762,Theresa at the Palace,Reserl am Hofe,Reserl am Hofe,1984.0,80,Family,,Bruno Voges
tt0089146,Tristan and Isolde,Tristan and Isolde,Feuer und Schwert - Die Legende von Tristan und Isolde,1981.0,95,Adventure,Romance,Veith von Fürstenberg
tt0089707,November Moon,November Moon,Novembermond,1985.0,108,Drama,Romance,Alexandra von Grote
tt0098733,Survival in New York,Survival in New York,Überleben in New York,1989.0,90,Documentary,,Rosa von Praunheim
tt0082081,Marianne & Juliane,Marianne & Juliane,Die bleierne Zeit,1981.0,106,Drama,,Margarethe von Trotta
tt0082081,Marianne and Juliane,Marianne & Juliane,Die bleierne Zeit,1981.0,106,Drama,,Margarethe von Trotta
tt0085666,Sheer Madness,Sheer Madness,Heller Wahn,1983.0,105,Drama,,Margarethe von Trotta
tt0089804,Stone Years,Petrina hronia,Petrina hronia,1985.0,142,Drama,History,Pantelis Voulgaris
tt0097439,The Glembays,The Glembays,Glembajevi,1988.0,120,Drama,Thriller,Antun Vrdoljak
tt0082466,Visitors from the Galaxy,Visitors from the Arkana Galaxy,Gosti iz galaksije,1981.0,82,Comedy,Horror,Dusan Vukotic
tt0210641,Street Wise,Delinquent,Delincuente,1986.0,98,Musical,Romance,Sergio Véjar
tt0098112,Powwow Highway,Powwow Highway,Powwow Highway,1989.0,88,Drama,,Jonathan Wacks
tt0083336,Wolfen,Wolfen,Wolfen,1981.0,115,Horror,Thriller,Michael Wadleigh
tt0096411,Waller's Last Trip,Waller's Last Trip,Wallers letzter Gang,1989.0,95,Biography,Drama,Christian Wagner
tt0229582,"Miles of Smiles, Years of Struggle","Miles of Smiles, Years of Struggle","Miles of Smiles, Years of Struggle",1982.0,58,Documentary,,Paul Wagner
tt0081277,On the Nickel,On the Nickel,On the Nickel,1980.0,96,Drama,,Ralph Waite
tt0079090,The Conductor,The Conductor,Dyrygent,1980.0,101,Drama,Music,Andrzej Wajda
tt0082222,Man of Iron,Man of Iron,Czlowiek z zelaza,1981.0,156,Drama,History,Andrzej Wajda
tt0083789,Danton,Danton,Danton,1983.0,136,Biography,Drama,Andrzej Wajda
tt0085843,A Love in Germany,A Love in Germany,Eine Liebe in Deutschland,1983.0,132,Drama,,Andrzej Wajda
tt0227066,A Pool Without Water,A Pool Without Water,Mizu no nai puuru,1982.0,103,Crime,Drama,Kôji Wakamatsu
tt0097368,The Fly 2,The Fly II,The Fly II,1989.0,105,Drama,Horror,Chris Walas
tt0097368,The Fly II,The Fly II,The Fly II,1989.0,105,Drama,Horror,Chris Walas
tt0091726,Partisans of Vilna,Partisans of Vilna,Partisans of Vilna,1986.0,130,Documentary,,Joshua Waletzky
tt0126957,Image Before My Eyes,Image Before My Eyes,Image Before My Eyes,1981.0,90,Documentary,,Joshua Waletzky
tt0087666,Making the Grade,Making the Grade,Making the Grade,1984.0,105,Comedy,Romance,Dorian Walker
tt0087666,Name This Movie,Making the Grade,Making the Grade,1984.0,105,Comedy,Romance,Dorian Walker
tt0087666,The Last American Preppy,Making the Grade,Making the Grade,1984.0,105,Comedy,Romance,Dorian Walker
tt0087666,Preppies,Making the Grade,Making the Grade,1984.0,105,Comedy,Romance,Dorian Walker
tt0098453,Teen Witch,Teen Witch,Teen Witch,1989.0,90,Comedy,Fantasy,Dorian Walker
tt0295503,An Outpost of Progress,An Outpost of Progress,An Outpost of Progress,1982.0,45,Adventure,Drama,Dorian Walker
tt0185211,Caddie Woodlawn,Caddie Woodlawn,Caddie Woodlawn,1989.0,104,Adventure,Family,Giles Walker
tt0210798,The Last Straw,The Last Straw,The Last Straw,1987.0,98,Comedy,Romance,Giles Walker
tt0080492,Can't Stop the Music,Can't Stop the Music,Can't Stop the Music,1980.0,124,Biography,Comedy,Nancy Walker
tt0080492,Discoland: Where the Music Never Stops,Can't Stop the Music,Can't Stop the Music,1980.0,124,Biography,Comedy,Nancy Walker
tt0080492,Discoland,Can't Stop the Music,Can't Stop the Music,1980.0,124,Biography,Comedy,Nancy Walker
tt0080492,You Can't Stop the Music!,Can't Stop the Music,Can't Stop the Music,1980.0,124,Biography,Comedy,Nancy Walker
tt0085693,House of the Long Shadows,House of the Long Shadows,House of the Long Shadows,1983.0,102,Comedy,Horror,Pete Walker
tt5640742,Through the Night,Through the Night,Through the Night,1986.0,45,Drama,,Jordan Walker-Pearlman
tt0094187,The Trouble with Dick,The Trouble with Dick,The Trouble with Dick,1986.0,86,Comedy,Sci-Fi,Gary Walkow
tt0086995,Winner Takes All,The Boy Who Had Everything,The Boy Who Had Everything,1985.0,94,Drama,,Stephen Wallace
tt0091067,For Love Alone,For Love Alone,For Love Alone,1986.0,102,History,Romance,Stephen Wallace
tt0094637,Hanauma Bay,Aloha Summer,Aloha Summer,1988.0,98,Comedy,Drama,Tommy Lee Wallace
tt0094637,Aloha Summer,Aloha Summer,Aloha Summer,1988.0,98,Comedy,Drama,Tommy Lee Wallace
tt0097390,Fright Night Part II,Fright Night Part 2,Fright Night Part 2,1988.0,104,Comedy,Horror,Tommy Lee Wallace
tt0097390,Fright Night Part 2,Fright Night Part 2,Fright Night Part 2,1988.0,104,Comedy,Horror,Tommy Lee Wallace
tt0087378,Hadley's Rebellion,Hadley's Rebellion,Hadley's Rebellion,1983.0,96,Drama,,Fred Walton
tt0090655,April Fool's Day,April Fool's Day,April Fool's Day,1986.0,89,Horror,Mystery,Fred Walton
tt0093881,The Rosary Murders,The Rosary Murders,The Rosary Murders,1987.0,105,Crime,Drama,Fred Walton
tt0094852,Fractured Follies,Fractured Follies,Cheung duen geuk ji luen,1988.0,90,Comedy,Romance,Chung Wang
tt0892314,The Crippled Masters 3: Fighting Life,Fighting Life,Ji qiao ren wu,1981.0,90,Action,,Chung-Kuang Wang
tt0328492,Sunset Street,Sunset Street,Xizhao jie,1983.0,99,Drama,,Haowei Wang
tt1056096,The Master Avengers,Master Killers,Fen zhu chi lao hu,1980.0,86,Action,Drama,Hung-Chang Wang
tt0091151,The Great Wall Is a Great Wall,The Great Wall Is a Great Wall,A Great Wall,1986.0,97,Comedy,Drama,Peter Wang
tt0099979,The Laser Man,The Laser Man,The Laser Man,1988.0,92,Comedy,Crime,Peter Wang
tt0099979,The Laserman,The Laser Man,The Laser Man,1988.0,92,Comedy,Crime,Peter Wang
tt0083728,Chan Is Missing,Chan Is Missing,Chan Is Missing,1982.0,80,Drama,Mystery,Wayne Wang
tt0087150,Dim Sum: A Little Bit of Heart,Dim Sum: A Little Bit of Heart,Dim Sum: A Little Bit of Heart,1985.0,88,Comedy,,Wayne Wang
tt0093986,Slamdance,Slam Dance,Slam Dance,1987.0,92,Crime,Drama,Wayne Wang
tt0097261,Eat a Bowl of Tea,Eat a Bowl of Tea,Eat a Bowl of Tea,1989.0,102,Comedy,Drama,Wayne Wang
tt0091444,I Like Bats,I Like Bats,Lubie nietoperze,1986.0,90,Drama,Horror,Grzegorz Warchol
tt0083717,Cannery Row,Cannery Row,Cannery Row,1982.0,120,Comedy,Drama,David S. Ward
tt0097815,Major League,Major League,Major League,1989.0,107,Comedy,Sport,David S. Ward
tt0095709,The Navigator: An Odyssey Across Time,The Navigator: A Medieval Odyssey,The Navigator: A Mediaeval Odyssey,1988.0,92,Action,Adventure,Vincent Ward
tt0095709,The Navigator: A Medieval Odyssey,The Navigator: A Medieval Odyssey,The Navigator: A Mediaeval Odyssey,1988.0,92,Action,Adventure,Vincent Ward
tt0080031,"I, Tom Horn - A Last Will and Testament of the Old West",Tom Horn,Tom Horn,1980.0,98,Biography,Crime,William Wiard
tt0080031,Tom Horn,Tom Horn,Tom Horn,1980.0,98,Biography,Crime,William Wiard
tt0080031,"I, Tom Horn",Tom Horn,Tom Horn,1980.0,98,Biography,Crime,William Wiard
tt0160386,Human Error,Human Error,Human Error,1988.0,102,Sci-Fi,Thriller,Clyde Ware
tt0090579,Voyeur,Voyeur,Abel,1986.0,100,Comedy,,Alex van Warmerdam
tt0095084,Bear Ye One Another's Burden,Bear Ye One Another's Burden,Einer trage des anderen Last,1988.0,115,Drama,,Lothar Warneke
tt0181668,Manchurian Avenger,Manchurian Avenger,Manchurian Avenger,1985.0,90,Action,Drama,Ed Warnick
tt0122008,The Boy from Hell,The Boy from Hell,The Boy from Hell,1988.0,90,Horror,,Deryn Warren
tt0122008,Bloodspell,The Boy from Hell,The Boy from Hell,1988.0,90,Horror,,Deryn Warren
tt0130604,Dead of Night,Dead of Night,Dead of Night,1988.0,95,Action,Comedy,Deryn Warren
tt0130604,Mirror of Death,Dead of Night,Dead of Night,1988.0,95,Action,Comedy,Deryn Warren
tt0082410,Frankenstein Island,Frankenstein Island,Frankenstein Island,1981.0,97,Horror,Sci-Fi,Jerry Warren
tt0081001,Heartbreak High,Heartbreak High,The Kinky Coaches and the Pom Pom Pussycats,1981.0,91,Comedy,,Mark Warren
tt0081001,Crunch,Heartbreak High,The Kinky Coaches and the Pom Pom Pussycats,1981.0,91,Comedy,,Mark Warren
tt0084090,Horror Planet,Inseminoid,Inseminoid,1981.0,93,Horror,Sci-Fi,Norman J. Warren
tt0084090,Horrorplanet,Inseminoid,Inseminoid,1981.0,93,Horror,Sci-Fi,Norman J. Warren
tt0092676,Bloody New Year,Bloody New Year,Bloody New Year,1987.0,93,Horror,Mystery,Norman J. Warren
tt0295409,The Magical Princess Gigi,The Magical Princess Gigi,Mahô no purinsesu Minkî Momo,1987.0,80,Animation,,Hiroshi Watanabe
tt0267406,Dark Hair -Velvet Soul,"Black Hair, Velvet Soul",Dan Oniroku kurokami nawa fujin,1982.0,66,Crime,Drama,Mamoru Watanabe
tt7975690,Rope of Hell: A Nun's Story,Rope of Hell: A Nun's Story,Jigoku nawa shûdôjo,1981.0,62,Crime,Thriller,Mamoru Watanabe
tt0087379,Hambone and Hillie,Hambone and Hillie,Hambone and Hillie,1983.0,90,Comedy,Drama,Roy Watts
tt0087337,Give My Regards to Broad Street,Give My Regards to Broad Street,Give My Regards to Broad Street,1984.0,108,Drama,Music,Peter Webb
tt0092868,Discovery Bay,Delta Fever,Delta Fever,1987.0,90,Drama,,William Webb
tt0092868,Delta Fever,Delta Fever,Delta Fever,1987.0,90,Drama,,William Webb
tt0092892,Dirty Laundry,Dirty Laundry,Dirty Laundry,1987.0,79,Comedy,Thriller,William Webb
tt0095825,Party Line,Party Line,Party Line,1988.0,91,Thriller,,William Webb
tt0096889,The Banker,The Banker,The Banker,1989.0,92,Crime,Horror,William Webb
tt0230063,California Girls,California Girls,California Girls,1983.0,83,Comedy,Musical,William Webb
tt0230831,Sunset Strip,Sunset Strip,Sunset Strip,1985.0,82,Action,Crime,William Webb
tt0095515,Let's Get Lost,Let's Get Lost,Let's Get Lost,1988.0,120,Biography,Documentary,Bruce Weber
tt0159307,Broken Noses,Broken Noses,Broken Noses,1987.0,75,Documentary,Sport,Bruce Weber
tt0096164,Starlight: A Musical Movie,Starlight: A Musical Movie,Starlight: A Musical Movie,1988.0,78,Musical,,Orin Wechsberg
tt0089538,The Malibu Bikini Shop,The Malibu Bikini Shop,The Malibu Bikini Shop,1986.0,99,Comedy,Romance,David Wechter
tt0084750,Sword of the Valiant,Sword of the Valiant,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,1984.0,102,Action,Adventure,Stephen Weeks
tt0099258,China Lake,China Lake,China Lake,1989.0,94,Drama,,Dieter Weihl
tt0093405,Leonard Part 6,Leonard Part 6,Leonard Part 6,1987.0,85,Action,Comedy,Paul Weiland
tt0080936,A Perfect Circle,It's My Turn,It's My Turn,1980.0,91,Comedy,Drama,Claudia Weill
tt0080936,It's My Turn,It's My Turn,It's My Turn,1980.0,91,Comedy,Drama,Claudia Weill
tt0091259,The Imagemaker,The Imagemaker,The Imagemaker,1986.0,93,Drama,Thriller,Hal Weiner
tt0090326,Wills & Burke: The Untold Story,Wills & Burke,Wills & Burke,1985.0,100,Biography,Comedy,Bob Weis
tt0090326,The Wacky World of Wills & Burke,Wills & Burke,Wills & Burke,1985.0,100,Biography,Comedy,Bob Weis
tt0081751,Wholly Moses!,Wholly Moses!,Wholly Moses!,1980.0,103,Comedy,Fantasy,Gary Weis
tt0081751,The Book of Herschel,Wholly Moses!,Wholly Moses!,1980.0,103,Comedy,Fantasy,Gary Weis
tt0083353,Young Lust,Young Lust,Young Lust,1984.0,90,Comedy,,Gary Weis
tt9286722,Can't Afford to Grow Old,Can't Afford to Grow Old,Can't Afford to Grow Old,1989.0,\N,Documentary,,Roger Weisberg
tt9307670,Old Enough to Do Time,Old Enough to Do Time,Old Enough to Do Time,1984.0,\N,Documentary,,Roger Weisberg
tt9307924,To What End?,To What End?,To What End?,1988.0,\N,Documentary,,Roger Weisberg
tt9351932,"Who Lives, Who Dies","Who Lives, Who Dies","Who Lives, Who Dies",1988.0,\N,Documentary,,Roger Weisberg
tt9351960,Health Care on the Critical List,Health Care on the Critical List,Health Care on the Critical List,1985.0,\N,Documentary,,Roger Weisberg
tt9352098,No Place Like Home,No Place Like Home,No Place Like Home,1981.0,\N,Documentary,,Roger Weisberg
tt9352172,Back Wards to Back Streets,Back Wards to Back Streets,Back Wards to Back Streets,1980.0,\N,Documentary,,Roger Weisberg
tt0099373,Dead Mate,Graverobbers,Graverobbers,1988.0,90,Comedy,Horror,Straw Weisman
tt0099373,Graverobbers,Graverobbers,Graverobbers,1988.0,90,Comedy,Horror,Straw Weisman
tt0099373,Grave Robbers,Graverobbers,Graverobbers,1988.0,90,Comedy,Horror,Straw Weisman
tt0092147,Vamp,Vamp,Vamp,1986.0,93,Comedy,Fantasy,Richard Wenk
tt13046676,"My Mother, My Daughter","My Mother, My Daughter","My Mother, My Daughter",1981.0,75,Drama,,Nadia Werba
tt13046904,Eva's Dreams,Eva's Dreams,Eva's Dreams,1982.0,61,Drama,,Nadia Werba
tt0083283,Victor Sjöström,Victor Seastrom,Victor Sjöström - ett porträtt av Gösta Werner,1981.0,65,Biography,Documentary,Gösta Werner
tt0083283,Victor Seastrom,Victor Seastrom,Victor Sjöström - ett porträtt av Gösta Werner,1981.0,65,Biography,Documentary,Gösta Werner
tt0080627,Die Laughing,Die Laughing,Die Laughing,1980.0,108,Adventure,Comedy,Jeff Werner
tt0083843,"Don't Cry, It's Only Thunder","Don't Cry, It's Only Thunder","Don't Cry, It's Only Thunder",1982.0,108,Drama,War,Peter Werner
tt0093638,No Man's Land,No Man's Land,No Man's Land,1987.0,107,Crime,Drama,Peter Werner
tt0086253,A Joke of Destiny,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Scherzo del destino in agguato dietro l'angolo come un brigante da strada,1983.0,105,Comedy,,Lina Wertmüller
tt0086253,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit","A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Scherzo del destino in agguato dietro l'angolo come un brigante da strada,1983.0,105,Comedy,,Lina Wertmüller
tt0088155,Sotto... sotto,Sotto... sotto,Sotto... sotto... strapazzato da anomala passione,1984.0,105,Comedy,Drama,Lina Wertmüller
tt0090871,"Camorra (A Story of Streets, Women and Crime)","Camorra (A Story of Streets, Women and Crime)","Un complicato intrigo di donne, vicoli e delitti",1985.0,115,Crime,Drama,Lina Wertmüller
tt0097574,Up to Date,Up to Date,In una notte di chiaro di luna,1989.0,110,Drama,,Lina Wertmüller
tt0139418,The Last Reunion,The Last Reunion,The Last Reunion,1980.0,98,Action,Adventure,Jay Wertz
tt0139418,Ninja Nightmare,The Last Reunion,The Last Reunion,1980.0,98,Action,Adventure,Jay Wertz
tt0082804,The Nesting,The Nesting,The Nesting,1981.0,103,Horror,,Armand Weston
tt0082804,Massacre Mansion,The Nesting,The Nesting,1981.0,103,Horror,,Armand Weston
tt0082346,Evilspeaks,Evilspeak,Evilspeak,1981.0,97,Horror,,Eric Weston
tt0082346,Evilspeak,Evilspeak,Evilspeak,1981.0,97,Horror,,Eric Weston
tt0085908,Marvin & Tige,Marvin & Tige,Marvin & Tige,1983.0,104,Drama,,Eric Weston
tt0085908,Like Father and Son,Marvin & Tige,Marvin & Tige,1983.0,104,Drama,,Eric Weston
tt0097593,The Iron Triangle,The Iron Triangle,The Iron Triangle,1989.0,91,Drama,War,Eric Weston
tt0132614,A War Story,A War Story,A War Story,1981.0,82,Drama,War,Anne Wheeler
tt0081287,Othello,Othello,Othello,1980.0,115,Drama,Romance,Liz White
tt0094837,The Carrier,The Carrier,The Carrier,1988.0,99,Drama,Horror,Nathan J. White
tt0084313,Matter of Heart,Matter of Heart,Matter of Heart,1986.0,107,Biography,Documentary,Mark Whitney
tt0241962,Sleepover Massacre,Sleepover Massacre,Sleepover Massacre,1989.0,\N,Horror,,Gary Whitson
tt0090945,Didi Drives Me Crazy,Didi Drives Me Crazy,Didi auf vollen Touren,1986.0,92,Comedy,,Wigbert Wicker
tt0087677,The Man from Majorca,The Man from Majorca,Mannen från Mallorca,1984.0,106,Action,Crime,Bo Widerberg
tt0082352,Eyes of a Stranger,Eyes of a Stranger,Eyes of a Stranger,1981.0,84,Horror,Thriller,Ken Wiederhorn
tt0087700,Meatballs Part II,Meatballs Part II,Meatballs Part II,1984.0,87,Comedy,,Ken Wiederhorn
tt0087700,Call Me Meathead,Meatballs Part II,Meatballs Part II,1984.0,87,Comedy,,Ken Wiederhorn
tt0095990,Revenge of the Living Dead,Return of the Living Dead II,Return of the Living Dead: Part II,1988.0,89,Comedy,Horror,Ken Wiederhorn
tt0095990,Return of the Living Dead II,Return of the Living Dead II,Return of the Living Dead: Part II,1988.0,89,Comedy,Horror,Ken Wiederhorn
tt0123890,Hodja from Pjort,Hodja from Pjort,Hodja fra Pjort,1985.0,76,Family,Fantasy,Brita Wielopolska
tt0085169,Anna to the Infinite Power,Anna to the Infinite Power,Anna to the Infinite Power,1983.0,101,Drama,Sci-Fi,Robert Wiemer
tt0086337,"Somewhere, Tomorrow","Somewhere, Tomorrow","Somewhere, Tomorrow",1983.0,91,Drama,Fantasy,Robert Wiemer
tt0089563,Masterblaster,Masterblaster,Masterblaster,1987.0,94,Action,Thriller,Glenn R. Wilder
tt0089563,Master Blaster,Masterblaster,Masterblaster,1987.0,94,Action,Thriller,Glenn R. Wilder
tt0093220,House II: The Second Story,House II: The Second Story,House II: The Second Story,1987.0,88,Comedy,Fantasy,Ethan Wiley
tt0093220,House II: The Unexpected,House II: The Second Story,House II: The Second Story,1987.0,88,Comedy,Fantasy,Ethan Wiley
tt6764698,Superspies,Superspies,Superspies,1981.0,55,Documentary,,Jon Wilkman
tt0095645,Miss Right,Miss Right,Miss Right,1985.0,87,Comedy,,Paul Williams
tt0084408,Next of Kin,Next of Kin,Next of Kin,1982.0,89,Horror,Mystery,Tony Williams
tt0081759,Windows,Windows,Windows,1980.0,96,Drama,Thriller,Gordon Willis
tt0081759,Corky,Windows,Windows,1980.0,96,Drama,Thriller,Gordon Willis
tt0088838,Bombs Away,Bombs Away,Bombs Away,1985.0,82,Comedy,,Bruce Wilson
tt0299548,Blind Faith,Blind Faith,Blind Faith,1989.0,\N,Crime,Horror,Dean Wilson
tt0087928,Police Academy,Police Academy,Police Academy,1984.0,96,Comedy,,Hugh Wilson
tt0089945,Rustlers' Rhapsody,Rustlers' Rhapsody,Rustlers' Rhapsody,1985.0,88,Comedy,Western,Hugh Wilson
tt0092710,Burglar,Burglar,Burglar,1987.0,103,Comedy,Crime,Hugh Wilson
tt0084723,Stacy's Knights,Stacy's Knights,Stacy's Knights,1983.0,100,Drama,,Jim Wilson
tt0084723,The Touch,Stacy's Knights,Stacy's Knights,1983.0,100,Drama,,Jim Wilson
tt0091973,Hollywood Dreaming,Smart Alec,Smart Alec,1986.0,88,Comedy,,Jim Wilson
tt0091973,Smart Alec,Smart Alec,Smart Alec,1986.0,88,Comedy,,Jim Wilson
tt0089647,My American Cousin,My American Cousin,My American Cousin,1985.0,90,Biography,Drama,Sandy Wilson
tt0097305,Evil Altar,Evil Altar,Evil Altar,1988.0,90,Horror,,James Winburn
tt0080842,Harlequin,Harlequin,Harlequin,1980.0,95,Drama,Fantasy,Simon Wincer
tt0086102,A Horse Called Phar Lap,Phar Lap,Phar Lap,1983.0,107,Biography,Drama,Simon Wincer
tt0088979,D.A.R.Y.L.,D.A.R.Y.L.,D.A.R.Y.L.,1985.0,99,Family,Sci-Fi,Simon Wincer
tt0091993,Space Camp,SpaceCamp,SpaceCamp,1986.0,107,Adventure,Family,Harry Winer
tt0091993,SpaceCamp,SpaceCamp,SpaceCamp,1986.0,107,Adventure,Family,Harry Winer
tt0210772,Jake's M.O.,Jake's M.O.,Jake's M.O.,1987.0,60,Crime,Drama,Harry Winer
tt0097135,Curfew,Curfew,Curfew,1989.0,82,Crime,Drama,Gary Winick
tt0082582,A Lot of Bills to Pay,Jede Menge Kohle,Jede Menge Kohle,1981.0,100,Comedy,,Adolf Winkelmann
tt0094361,You Talkin' to Me?,You Talkin' to Me?,You Talkin' to Me?,1987.0,97,Comedy,,Charles Winkler
tt0095719,The Nest,The Nest,The Nest,1987.0,89,Horror,Sci-Fi,Terence H. Winkless
tt0096952,Bloodfist,Bloodfist,Bloodfist,1989.0,85,Action,Sport,Terence H. Winkless
tt0082250,Death Wish II,Death Wish II,Death Wish II,1982.0,89,Action,Crime,Michael Winner
tt0082250,Death Wish 2,Death Wish II,Death Wish II,1982.0,89,Action,Crime,Michael Winner
tt0082250,Death Sentence,Death Wish II,Death Wish II,1982.0,89,Action,Crime,Michael Winner
tt0086582,The Wicked Lady,The Wicked Lady,The Wicked Lady,1983.0,98,Adventure,Drama,Michael Winner
tt0088066,Scream for Help,Scream for Help,Scream for Help,1984.0,89,Crime,Horror,Michael Winner
